INSERT INTO
   AB_test.Metrics (User_ID, first_metric, second_metric)
VALUES
(10316, 804, 720),
(1788, 836, 379),
(23097, 193, 510),
(3290, 771, 863),
(1472, 555, 201),
(4314, 185, 644),
(13516, 491, 676),
(12915, 536, 681),
(14196, 567, 866),
(13952, 831, 205),
(7489, 848, 927),
(16790, 422, 291),
(15224, 309, 104),
(28078, 371, 332),
(27471, 910, 738),
(16984, 375, 369),
(9898, 752, 926),
(5753, 442, 712),
(24036, 464, 572),
(18925, 435, 127),
(11725, 859, 894),
(2233, 737, 701),
(28988, 455, 722),
(28410, 949, 795),
(22039, 937, 105),
(9928, 285, 714),
(20267, 100, 344),
(10352, 717, 710),
(24815, 524, 504),
(18290, 788, 908),
(26711, 340, 972),
(3798, 988, 160),
(10722, 524, 834),
(2141, 978, 294),
(27638, 535, 486),
(13460, 727, 647),
(2519, 548, 468),
(7633, 267, 980),
(23678, 543, 792),
(19231, 173, 423),
(23801, 513, 440),
(9415, 536, 917),
(21860, 178, 634),
(20022, 732, 424),
(24437, 582, 913),
(11177, 597, 558),
(3184, 441, 370),
(12625, 140, 497),
(27776, 722, 516),
(742, 250, 516),
(26137, 336, 743),
(19327, 850, 198),
(24538, 828, 301),
(4490, 485, 692),
(5879, 238, 290),
(3700, 430, 606),
(19372, 791, 577),
(7931, 846, 450),
(2779, 567, 110),
(9918, 388, 212),
(12777, 930, 754),
(2942, 726, 517),
(7026, 346, 319),
(28405, 837, 779),
(25581, 381, 592),
(8400, 763, 334),
(3632, 418, 255),
(16784, 216, 421),
(15972, 823, 978),
(1045, 246, 310),
(13218, 118, 798),
(25400, 964, 702),
(6652, 115, 601),
(14628, 959, 627),
(24071, 331, 416),
(2316, 447, 161),
(17031, 747, 975),
(11873, 508, 520),
(2230, 958, 983),
(4820, 617, 407),
(36, 683, 983),
(2447, 382, 464),
(19644, 418, 793),
(7260, 792, 836),
(13268, 357, 717),
(15100, 891, 187),
(28636, 421, 101),
(14605, 595, 854),
(25630, 990, 314),
(26783, 673, 810),
(26722, 638, 344),
(19546, 305, 251),
(17540, 143, 421),
(18847, 748, 633),
(17628, 990, 667),
(6724, 653, 755),
(19585, 313, 518),
(27087, 287, 307),
(22519, 926, 742),
(22905, 627, 410),
(21272, 165, 998),
(13246, 848, 853),
(14395, 989, 366),
(22702, 462, 988),
(28594, 954, 902),
(17070, 632, 731),
(29800, 943, 572),
(6216, 245, 352),
(4354, 950, 866),
(6439, 998, 793),
(9451, 738, 873),
(2417, 253, 660),
(20409, 996, 745),
(26524, 458, 393),
(16089, 610, 896),
(3548, 624, 418),
(9940, 943, 988),
(22899, 995, 511),
(27108, 891, 420),
(21557, 609, 537),
(29691, 254, 918),
(27415, 994, 901),
(1963, 242, 653),
(27034, 284, 834),
(4068, 921, 264),
(28152, 573, 493),
(22320, 860, 135),
(23334, 962, 543),
(23769, 538, 966),
(17858, 103, 996),
(12876, 978, 767),
(29746, 352, 817),
(13329, 106, 407),
(16990, 585, 739),
(14022, 478, 459),
(1902, 215, 524),
(26491, 630, 387),
(14324, 321, 129),
(9774, 679, 890),
(19879, 737, 997),
(6981, 863, 581),
(18955, 423, 945),
(12351, 557, 287),
(25903, 285, 173),
(23479, 763, 145),
(6443, 596, 621),
(23632, 923, 572),
(11164, 634, 424),
(29172, 582, 341),
(18362, 276, 292),
(15799, 201, 543),
(28544, 343, 723),
(2703, 470, 103),
(27076, 902, 929),
(24257, 216, 922),
(4619, 569, 250),
(7738, 130, 235),
(8632, 645, 308),
(74, 213, 498),
(11409, 453, 747),
(21869, 316, 751),
(5255, 350, 654),
(23135, 193, 329),
(16870, 497, 962),
(13510, 262, 592),
(27747, 975, 569),
(2328, 501, 852),
(19081, 836, 442),
(15156, 362, 242),
(13786, 950, 100),
(13485, 127, 470),
(29912, 329, 336),
(19820, 234, 831),
(13666, 617, 440),
(21338, 887, 584),
(24978, 982, 526),
(22504, 648, 794),
(21841, 624, 211),
(21004, 772, 953),
(2717, 589, 887),
(16087, 487, 104),
(26555, 431, 448),
(11861, 101, 647),
(5681, 934, 926),
(22545, 845, 148),
(23244, 531, 800),
(15713, 242, 471),
(21762, 575, 377),
(9073, 198, 993),
(5243, 215, 753),
(24150, 903, 579),
(10643, 277, 762),
(13041, 575, 157),
(15801, 491, 621),
(3377, 481, 142),
(1222, 871, 542),
(3088, 216, 390),
(11358, 966, 947),
(7780, 644, 797),
(15892, 683, 604),
(7176, 638, 176),
(14549, 409, 552),
(21625, 992, 549),
(25977, 307, 243),
(4527, 726, 895),
(13206, 475, 336),
(22365, 198, 337),
(5158, 883, 711),
(8800, 447, 647),
(14245, 477, 202),
(5671, 565, 584),
(19426, 794, 712),
(2528, 802, 408),
(22185, 902, 882),
(26992, 607, 560),
(15209, 840, 668),
(23262, 757, 150),
(17541, 265, 434),
(19148, 194, 664),
(27326, 200, 148),
(21643, 591, 291),
(6560, 393, 174),
(23214, 899, 298),
(7718, 808, 569),
(16607, 752, 305),
(25656, 936, 575),
(1864, 822, 145),
(2150, 707, 882),
(10024, 434, 894),
(17994, 325, 496),
(26274, 800, 269),
(2269, 532, 260),
(17453, 556, 994),
(5285, 556, 228),
(17526, 224, 963),
(19494, 687, 175),
(22043, 318, 357),
(17488, 992, 100),
(3010, 453, 992),
(11367, 923, 415),
(20447, 879, 810),
(22656, 633, 733),
(14409, 444, 207),
(10276, 756, 498),
(15008, 486, 154),
(29039, 769, 463),
(22092, 456, 776),
(6258, 516, 254),
(9695, 991, 757),
(12036, 646, 993),
(24640, 691, 554),
(23008, 587, 934),
(22136, 623, 572),
(29430, 284, 665),
(4804, 396, 881),
(5240, 205, 932),
(8369, 306, 919),
(25432, 518, 212),
(8145, 786, 237),
(17911, 966, 285),
(19810, 368, 624),
(12322, 282, 816),
(1786, 530, 385),
(6575, 970, 408),
(744, 574, 294),
(17943, 359, 466),
(11753, 215, 467),
(23561, 396, 557),
(15672, 120, 786),
(20949, 868, 780),
(4131, 863, 535),
(8502, 182, 582),
(12709, 580, 1000),
(18869, 803, 139),
(22044, 424, 851),
(9500, 786, 451),
(15733, 455, 579),
(1965, 480, 112),
(3931, 924, 818),
(12747, 683, 952),
(27746, 333, 881),
(11138, 634, 728),
(14130, 460, 797),
(29142, 847, 615),
(10828, 859, 777),
(14328, 629, 701),
(20884, 969, 699),
(1335, 105, 317),
(8997, 908, 394),
(5710, 310, 137),
(10758, 971, 617),
(23094, 625, 382),
(25420, 875, 980),
(26168, 988, 406),
(13997, 460, 636),
(10552, 441, 699),
(2007, 841, 108),
(19406, 817, 592),
(23462, 571, 734),
(19304, 600, 772),
(4978, 855, 365),
(13650, 120, 128),
(13499, 894, 427),
(28654, 733, 735),
(28810, 309, 851),
(25130, 533, 421),
(25841, 383, 564),
(8653, 335, 390),
(24195, 668, 606),
(12790, 908, 188),
(20231, 231, 937),
(21709, 405, 569),
(25055, 288, 124),
(14949, 920, 271),
(1866, 560, 385),
(3907, 880, 965),
(11879, 507, 971),
(3329, 208, 456),
(6258, 200, 213),
(22782, 225, 699),
(13272, 401, 173),
(10807, 509, 446),
(26783, 590, 695),
(2039, 437, 197),
(4893, 821, 520),
(12334, 468, 951),
(28007, 399, 669),
(21047, 254, 387),
(18519, 393, 466),
(22318, 894, 363),
(17436, 186, 504),
(7637, 819, 773),
(22375, 253, 849),
(15680, 204, 259),
(10101, 943, 309),
(20408, 846, 150),
(15803, 345, 408),
(16127, 978, 584),
(27479, 528, 905),
(3187, 663, 796),
(29271, 485, 744),
(21144, 259, 319),
(17125, 966, 226),
(28291, 770, 262),
(23250, 622, 588),
(8668, 566, 191),
(5183, 180, 456),
(17800, 713, 334),
(6599, 547, 388),
(21189, 238, 422),
(13019, 136, 774),
(28934, 325, 462),
(18683, 461, 436),
(22064, 679, 210),
(14138, 175, 920),
(5498, 981, 294),
(20043, 768, 724),
(4812, 673, 670),
(15119, 448, 391),
(2839, 601, 484),
(25618, 475, 828),
(25549, 929, 619),
(13044, 674, 289),
(10262, 937, 332),
(25553, 984, 230),
(15870, 913, 866),
(8577, 788, 112),
(18371, 442, 980),
(1686, 669, 193),
(10307, 652, 799),
(26926, 466, 620),
(25916, 319, 904),
(8604, 808, 946),
(3701, 832, 586),
(3494, 448, 406),
(29982, 210, 178),
(3770, 924, 183),
(10429, 320, 677),
(23723, 817, 384),
(1819, 210, 313),
(26083, 981, 977),
(15092, 546, 646),
(13449, 402, 728),
(5560, 249, 639),
(1394, 263, 243),
(14910, 968, 156),
(14875, 150, 765),
(7642, 128, 818),
(21428, 457, 565),
(9721, 684, 979),
(23053, 526, 597),
(24794, 219, 782),
(7893, 794, 769),
(5252, 599, 726),
(13203, 623, 363),
(18500, 153, 315),
(15425, 217, 442),
(26168, 972, 916),
(22176, 179, 385),
(29938, 937, 746),
(13802, 828, 101),
(21654, 568, 201),
(3642, 306, 651),
(11430, 640, 992),
(5876, 788, 676),
(13375, 943, 558),
(4294, 462, 546),
(23665, 121, 703),
(9405, 613, 242),
(12513, 519, 314),
(23832, 102, 330),
(6438, 249, 803),
(29531, 949, 890),
(3497, 370, 659),
(21232, 391, 628),
(13908, 509, 796),
(13141, 490, 401),
(22300, 778, 725),
(17001, 537, 572),
(19163, 824, 840),
(29774, 142, 432),
(20944, 521, 777),
(24731, 302, 334),
(13740, 550, 621),
(8281, 757, 386),
(28698, 282, 126),
(28670, 230, 858),
(23346, 107, 196),
(3045, 445, 781),
(28575, 695, 469),
(17958, 880, 621),
(3459, 316, 468),
(11085, 327, 140),
(19812, 482, 360),
(21638, 736, 531),
(18407, 425, 149),
(20218, 594, 932),
(13613, 316, 570),
(20670, 151, 678),
(9152, 797, 960),
(11917, 359, 189),
(2362, 571, 992),
(27566, 644, 633),
(6563, 369, 216),
(16812, 860, 113),
(16448, 502, 572),
(7282, 660, 705),
(21307, 293, 719),
(11237, 535, 342),
(22941, 869, 147),
(6056, 914, 419),
(11691, 465, 115),
(14853, 443, 113),
(15829, 724, 783),
(5, 940, 178),
(10715, 935, 668),
(23237, 782, 902),
(13811, 831, 661),
(2114, 534, 758),
(21188, 147, 556),
(6934, 956, 927),
(6193, 688, 653),
(20432, 720, 272),
(21914, 432, 298),
(28421, 216, 207),
(16783, 580, 418),
(19290, 576, 334),
(10967, 795, 969),
(24021, 297, 712),
(3897, 784, 918),
(23797, 792, 927),
(28541, 500, 840),
(21725, 941, 735),
(26667, 696, 107),
(19485, 626, 771),
(20155, 817, 734),
(25273, 632, 747),
(24029, 232, 274),
(17951, 639, 313),
(22503, 194, 167),
(9854, 638, 852),
(24863, 138, 923),
(26679, 246, 616),
(26411, 532, 589),
(26052, 346, 988),
(12409, 302, 547),
(15810, 982, 800),
(18606, 863, 940),
(6589, 924, 578),
(10678, 346, 819),
(7574, 953, 313),
(13202, 714, 187),
(28525, 991, 934),
(19207, 687, 319),
(4373, 145, 216),
(29761, 350, 836),
(15187, 637, 837),
(18119, 120, 462),
(8537, 599, 198),
(8003, 741, 970),
(8504, 191, 168),
(18381, 899, 761),
(27863, 355, 898),
(7789, 585, 289),
(24027, 973, 626),
(25185, 529, 179),
(27542, 915, 548),
(5355, 105, 573),
(11633, 189, 409),
(8940, 336, 883),
(24195, 594, 726),
(10258, 645, 564),
(5300, 353, 420),
(16557, 646, 817),
(13329, 215, 383),
(24623, 446, 962),
(4377, 481, 967),
(4267, 122, 641),
(14727, 506, 791),
(12747, 424, 261),
(14468, 142, 522),
(5776, 498, 672),
(9107, 463, 541),
(22871, 908, 290),
(25888, 856, 250),
(951, 630, 571),
(27599, 574, 887),
(665, 183, 428),
(24218, 114, 910),
(28956, 980, 613),
(27988, 200, 848),
(12980, 713, 573),
(2698, 971, 671),
(6050, 636, 665),
(7812, 541, 248),
(25729, 654, 633),
(20507, 413, 420),
(29705, 541, 745),
(10432, 298, 328),
(22833, 323, 882),
(8821, 737, 359),
(24562, 461, 497),
(29432, 756, 156),
(20660, 116, 241),
(1796, 878, 127),
(11096, 397, 799),
(18244, 900, 956),
(23781, 162, 996),
(24281, 634, 750),
(22384, 659, 717),
(11800, 764, 628),
(11878, 361, 443),
(21919, 998, 598),
(28078, 132, 389),
(23823, 877, 698),
(2720, 698, 689),
(18946, 392, 924),
(8560, 664, 371),
(21760, 338, 596),
(11768, 415, 170),
(23383, 850, 168),
(23522, 537, 271),
(17487, 461, 609),
(19390, 668, 572),
(24633, 514, 819),
(24959, 329, 455),
(16079, 767, 610),
(19324, 469, 594),
(18678, 378, 488),
(13212, 116, 381),
(12130, 714, 738),
(20887, 563, 304),
(19690, 724, 364),
(8465, 661, 172),
(20146, 996, 824),
(10246, 252, 267),
(28787, 944, 759),
(12005, 844, 953),
(1896, 140, 232),
(14180, 946, 554),
(14119, 133, 246),
(25098, 739, 397),
(19590, 112, 220),
(13347, 994, 1000),
(1677, 382, 356),
(22610, 379, 563),
(19289, 381, 614),
(6560, 369, 318),
(24029, 880, 221),
(24033, 816, 624),
(14734, 245, 755),
(17696, 941, 538),
(12936, 751, 323),
(1923, 153, 748),
(28127, 555, 462),
(20891, 383, 850),
(23104, 282, 135),
(5859, 962, 116),
(4350, 240, 611),
(11678, 938, 801),
(17745, 135, 505),
(3872, 113, 987),
(8036, 724, 374),
(22800, 149, 111),
(13286, 436, 889),
(21015, 525, 737),
(4342, 584, 767),
(5481, 103, 144),
(9876, 249, 286),
(28902, 453, 318),
(288, 748, 253),
(22467, 278, 660),
(19395, 405, 795),
(27138, 404, 213),
(17050, 867, 796),
(16126, 536, 242),
(18658, 594, 851),
(1696, 258, 632),
(19077, 971, 593),
(1094, 436, 657),
(26726, 847, 532),
(20846, 352, 665),
(22466, 104, 950),
(28960, 707, 459),
(15879, 753, 663),
(3570, 616, 496),
(9858, 523, 578),
(6849, 645, 590),
(15273, 713, 979),
(26782, 129, 932),
(9781, 738, 523),
(23343, 370, 248),
(3437, 162, 678),
(28166, 388, 571),
(4416, 554, 300),
(24198, 966, 394),
(5244, 773, 971),
(3276, 509, 930),
(8627, 717, 644),
(11008, 107, 198),
(28363, 639, 681),
(3248, 388, 914),
(19976, 556, 355),
(2476, 478, 733),
(24635, 833, 600),
(26429, 157, 180),
(28775, 249, 752),
(25338, 381, 239),
(28169, 913, 158),
(19207, 120, 321),
(3377, 253, 193),
(21374, 325, 400),
(20027, 413, 194),
(18130, 427, 737),
(13807, 957, 225),
(13792, 916, 448),
(12218, 481, 563),
(27985, 114, 508),
(21849, 271, 101),
(21210, 665, 140),
(28475, 945, 214),
(715, 720, 852),
(4815, 873, 892),
(26867, 921, 545),
(25499, 235, 554),
(19855, 880, 871),
(29250, 303, 328),
(7504, 800, 436),
(9784, 272, 107),
(8403, 146, 574),
(23632, 979, 407),
(16907, 306, 1000),
(11178, 882, 824),
(5132, 167, 955),
(23685, 296, 641),
(22633, 870, 613),
(22584, 767, 387),
(23945, 292, 736),
(607, 903, 870),
(16900, 754, 804),
(18643, 550, 941),
(11775, 611, 281),
(23255, 247, 548),
(4390, 471, 599),
(9652, 753, 524),
(25925, 756, 614),
(1308, 520, 705),
(780, 696, 813),
(24501, 143, 501),
(8501, 261, 395),
(21707, 868, 634),
(27647, 892, 411),
(23725, 106, 944),
(7163, 685, 114),
(18413, 254, 346),
(5875, 825, 327),
(11631, 735, 471),
(10743, 435, 768),
(8158, 758, 852),
(28226, 126, 929),
(8728, 982, 112),
(28938, 400, 471),
(28441, 985, 310),
(21823, 118, 347),
(24285, 707, 647),
(16666, 448, 506),
(26851, 975, 871),
(13006, 366, 298),
(10643, 936, 195),
(3492, 868, 754),
(17151, 457, 646),
(26104, 527, 643),
(7708, 522, 628),
(19076, 183, 240),
(8081, 146, 234),
(21340, 106, 493),
(2066, 890, 365),
(27416, 992, 713),
(29344, 302, 153),
(20310, 511, 120),
(29454, 719, 528),
(7890, 516, 581),
(6983, 592, 143),
(12703, 420, 168),
(2327, 324, 182),
(3657, 330, 560),
(5536, 311, 642),
(21575, 807, 666),
(12656, 522, 940),
(28805, 930, 517),
(20552, 532, 812),
(16939, 652, 148),
(20076, 372, 627),
(9331, 608, 345),
(22138, 726, 941),
(14044, 427, 306),
(7485, 859, 307),
(1435, 400, 694),
(6492, 388, 760),
(8512, 385, 250),
(27592, 793, 268),
(25463, 808, 874),
(28862, 493, 830),
(148, 148, 151),
(21951, 206, 595),
(13838, 713, 610),
(15864, 491, 287),
(24921, 860, 199),
(19486, 783, 652),
(28808, 948, 972),
(4713, 665, 443),
(21258, 649, 930),
(6141, 258, 906),
(9079, 651, 547),
(18472, 904, 991),
(2007, 927, 506),
(8488, 423, 744),
(10076, 245, 339),
(1068, 393, 550),
(29209, 643, 297),
(29446, 659, 915),
(27448, 903, 415),
(13529, 682, 295),
(18142, 315, 932),
(18782, 147, 528),
(13799, 662, 725),
(21637, 429, 207),
(14877, 217, 840),
(26293, 979, 667),
(13958, 318, 519),
(21913, 157, 872),
(9207, 669, 160),
(22710, 516, 830),
(10404, 889, 814),
(5855, 445, 194),
(14046, 898, 920),
(22910, 978, 146),
(21951, 864, 290),
(25588, 477, 745),
(21317, 882, 729),
(18876, 821, 652),
(23663, 391, 879),
(20420, 374, 867),
(20830, 714, 466),
(21076, 612, 799),
(6205, 114, 652),
(19192, 323, 231),
(18144, 328, 490),
(19876, 858, 531),
(26036, 106, 961),
(23986, 763, 178),
(18161, 306, 883),
(5172, 202, 640),
(25810, 252, 506),
(24715, 447, 461),
(16124, 196, 990),
(10953, 450, 746),
(29627, 611, 453),
(21533, 481, 727),
(28185, 623, 632),
(18657, 773, 113),
(8103, 665, 911),
(10550, 934, 408),
(20990, 769, 179),
(10462, 111, 879),
(6857, 686, 824),
(631, 464, 292),
(7815, 411, 399),
(25825, 539, 216),
(11134, 194, 201),
(3959, 224, 390),
(22654, 222, 953),
(3346, 366, 574),
(21424, 115, 461),
(25701, 793, 453),
(5153, 448, 353),
(15198, 343, 206),
(23307, 432, 948),
(22540, 346, 172),
(15888, 852, 637),
(28690, 284, 527),
(20629, 410, 807),
(11358, 787, 374),
(17942, 338, 789),
(8760, 847, 258),
(13466, 698, 631),
(4239, 816, 577),
(4954, 671, 471),
(7985, 132, 308),
(21346, 245, 929),
(8275, 335, 888),
(349, 996, 675),
(14067, 745, 710),
(12071, 349, 361),
(21730, 145, 302),
(12012, 598, 629),
(14687, 472, 750),
(5490, 485, 240),
(24023, 699, 628),
(6857, 187, 403),
(7703, 358, 244),
(11448, 596, 162),
(23044, 499, 666),
(25407, 653, 876),
(5588, 560, 767),
(22872, 855, 109),
(12552, 964, 676),
(23074, 648, 242),
(6009, 372, 306),
(9607, 548, 821),
(2481, 980, 329),
(25582, 391, 820),
(22148, 333, 289),
(1705, 109, 173),
(23754, 297, 897),
(13304, 575, 568),
(14098, 606, 997),
(24599, 385, 585),
(3321, 779, 495),
(27748, 631, 472),
(21514, 331, 126),
(27820, 195, 662),
(2117, 240, 509),
(27656, 870, 686),
(14554, 132, 990),
(12629, 933, 183),
(5421, 534, 978),
(14118, 535, 635),
(8172, 987, 474),
(15662, 104, 773),
(13251, 486, 252),
(21904, 234, 754),
(19999, 202, 736),
(13844, 339, 834),
(17830, 285, 433),
(23581, 227, 996),
(27035, 475, 162),
(23833, 855, 194),
(26332, 468, 830),
(20136, 481, 194),
(12241, 529, 756),
(14051, 954, 948),
(22756, 537, 631),
(2492, 269, 917),
(24436, 597, 955),
(5165, 408, 891),
(9887, 988, 662),
(16180, 375, 390),
(25769, 165, 813),
(13685, 452, 271),
